,GEOID,year,kgha_spr_wheat_yld,pred,harvested_hac,HighD+LowS_pred_yld,HighD+LowS_gap,HighD+HighS_pred_yld,HighD+HighS_gap,LowD+LowS_pred_yld,LowD+LowS_gap,all_pred_yld,all_gap,crop_name
1906,30005,1998.0,2488.267752984219,1809.584759304571,330678.73025402153,2470.9690389604666,661.3842796558956,1979.645910589114,170.06115128454303,1809.5847593045646,0.0,2641.030190245016,831.445430940445,Spring Wheat
1907,30005,1999.0,2152.0153539322973,1802.2356493770644,330678.73025402153,2601.731202020987,799.4955526439226,1802.2356493770571,0.0,1802.2356493770571,0.0,2601.731202020987,799.4955526439226,Spring Wheat
1908,30005,2000.0,1950.2639145011447,1912.0907423329058,330678.73025402153,2944.181036487128,1032.0902941542222,2039.636605796308,127.54586346340216,1912.090742332896,0.0,3071.7268999505404,1159.6361576176346,Spring Wheat
1909,30005,2001.0,1412.2600760180703,1397.3264794271108,330678.73025402153,2989.5414663486313,1592.2149869215204,1397.326479427103,0.0,1397.326479427103,0.0,2989.5414663486313,1592.2149869215204,Spring Wheat
1910,30005,2002.0,1748.5124750699915,1766.549687852279,330678.73025402153,1955.516624896818,188.966937044539,2102.6124500815126,336.0627622292336,1766.549687852275,0.0,2291.5793871260557,525.0296992737767,Spring Wheat
1911,30005,2003.0,1210.5086365869174,1577.446637080293,330678.73025402153,3357.7250785975048,1780.2784415172118,1577.446637080278,0.0,1577.446637080278,0.0,3357.7250785975048,1780.2784415172118,Spring Wheat
1912,30005,2004.0,2286.516313553066,2638.598047605045,330678.73025402153,3061.0632086087203,422.46516100367535,2638.5980476050304,0.0,2638.5980476050304,0.0,3061.0632086087203,422.46516100367535,Spring Wheat
1913,30005,2005.0,2286.516313553066,1943.9173157041678,330678.73025402153,2976.911092307234,1032.9937766030662,1986.432603525295,42.51528782112723,1943.9173157041578,0.0,3019.4263801283714,1075.5090644242036,Spring Wheat
1914,30005,2006.0,1277.7591163973018,1529.8622210127232,330678.73025402153,3644.8984733776915,2115.0362523649683,1572.3775088338516,42.51528782112837,1529.8622210127141,0.0,3687.413761198829,2157.5515401861057,Spring Wheat
1915,30005,2007.0,1479.5105558284542,1719.211863145112,330678.73025402153,3134.205184857071,1414.993321711959,1846.7577266085223,127.54586346341034,1719.2118631451103,0.0,3261.751048320483,1542.539185175371,Spring Wheat
1916,30005,2009.0,2084.764874121913,2463.540305852991,330678.73025402153,3074.068921452374,610.5286155993831,2463.540305852987,0.0,2463.540305852987,0.0,3074.068921452374,610.5286155993831,Spring Wheat
1917,30005,2010.0,2609.3186166429105,2538.465781567508,330678.73025402153,3054.9626698690367,516.4968883015285,2580.9810693886375,42.51528782112928,2538.4657815675,0.0,3097.4779576901738,559.0121761226656,Spring Wheat
1918,30005,2011.0,2030.9644902736059,1727.202059543598,330678.73025402153,2152.37766789381,425.1756083502123,1939.7784986492743,212.5764391056764,1727.202059543588,0.0,2364.9541069994966,637.7520474558987,Spring Wheat
1919,30005,2012.0,2064.5897301787977,2214.374795826961,330678.73025402153,3627.561152641224,1413.186356814263,2384.4359471114994,170.06115128453848,2214.3747958269505,0.0,3797.6223039257734,1583.2475080988124,Spring Wheat
1920,30005,2013.0,2844.6952959792557,3113.798382822249,330678.73025402153,3208.2818513445154,94.48346852226632,3279.799993766933,166.00161094468376,3113.798382822244,0.0,3374.283462289204,260.4850794669551,Spring Wheat
1921,30005,2014.0,2380.666985287604,2687.0316461319817,330678.73025402153,3485.171975102637,798.1403289706554,2687.0316461319735,0.0,2687.0316461319735,0.0,3485.171975102637,798.1403289706554,Spring Wheat
1922,30005,2015.0,1936.8138185390676,2541.6094015787344,330678.73025402153,3342.4601778959277,800.8507763171933,2711.6705528632806,170.0611512845462,2541.609401578731,0.0,3512.521329180477,970.9119276017427,Spring Wheat
1923,30005,2016.0,2010.7893463304904,3001.618274233883,330678.73025402153,3426.793882584093,425.17560835021004,3044.133562055008,42.515287821125185,3001.6182742338706,0.0,3469.30917040523,467.69089617134705,Spring Wheat
